-2.181157836284663420e-01,-1.092309865367875055e-01,8.218031710560998182e-02,2.959848802618453636e-02,-1.110222194225533449e-01,-5.684392320053886088e-03,-2.551191592756412926e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.273552890954041505e-02,4.024980690760929930e-02,-4.918478125063587697e-02,1.683178670254972809e-02,8.148024211345358770e-04,2.560827223051887619e-03,-5.343126493900873797e-02,3.079353820209871154e-02,0.000000000000000000e+00,-6.405065309709891130e-02,-2.920340320512216925e-01,-1.153485674099410663e-01,0.000000000000000000e+00
-2.017254673724768743e-01,-1.001503620587794879e-01,8.102611121622838031e-02,2.962970961038021572e-02,-1.113409599138761169e-01,-5.579149460387845946e-04,-2.457424744366394978e-02,-9.440343209572549243e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.349489162948713489e-02,1.239538554774187173e-01,1.914827017027409539e-02,-1.616399884226400394e-02,1.611015279089437341e-02,5.573168678924758646e-02,-7.842686141811948397e-02,5.763492019833552082e-02,-2.205377904626971697e-01,7.163331191560415312e-02,-2.204967407378310151e-01,-1.063093537441032188e-01,0.000000000000000000e+00
-1.920518670316557486e-01,-9.832004868743100812e-02,7.954318748955091500e-02,2.953474395845180275e-02,-1.100212624410310258e-01,2.754578126401723004e-03,-2.082357350806331511e-02,-7.558707714586658521e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.501361706938057455e-02,1.199557234380286413e-01,9.327093313785594919e-02,-7.984549545007536830e-02,3.884772648478799356e-02,1.013425092790443405e-01,-1.021792134657628776e-01,5.888366355273901009e-02,-1.910130840077124970e-01,1.541930224860550980e-01,-1.730311492496712511e-01,-8.802510631775929684e-02,0.000000000000000000e+00
-1.945550226402687766e-01,-9.832004868743100812e-02,7.929572574686749586e-02,2.947099989071906914e-02,-1.103623706861308201e-01,1.508913714706622408e-03,-2.207410899976905427e-02,-6.735958108688704093e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.273552890954041505e-02,5.526718090922085047e-02,1.550740017181987396e-01,-6.407402725080514616e-02,3.718113343018261685e-02,1.453947612509522425e-01,-9.969424446154621922e-02,5.638655399384277095e-02,-1.588042441945074490e-01,1.857308287308474803e-01,-1.533669315818596557e-01,-8.514887359226851193e-02,0.000000000000000000e+00
-1.934181515593712264e-01,-9.733473787167495894e-02,8.061429055489703621e-02,2.921732451912937081e-02,-1.113176601703583790e-01,2.527250170449951011e-03,-2.301131121391094062e-02,-6.265793442942481362e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.311521026951377150e-02,-3.821030043582240160e-02,1.877202370574625190e-01,-6.763742429217339813e-02,6.268960393019214206e-02,1.770916232874793217e-01,-5.744217209627340559e-02,3.599556692069943303e-02,-1.623830886721346067e-01,1.913376278950738585e-01,-1.543840761009267204e-01,-8.145123498805639795e-02,0.000000000000000000e+00
-1.881824268953273260e-01,-9.726379549294049409e-02,8.226341992964546213e-02,2.924854610332504670e-02,-1.117734031535654454e-01,4.990742917601128162e-03,-2.394897969781109581e-02,-6.226617338481178071e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.311521026951377150e-02,-1.455508916795173746e-01,1.846401085316794755e-01,-6.169744390674868767e-02,9.394126493224387586e-02,1.854204365892476725e-01,-2.377296615919441251e-04,1.539639309683703619e-02,-1.634268549376558799e-01,1.910572719712632372e-01,-1.537058356630107703e-01,-7.631510512110857569e-02,0.000000000000000000e+00
-1.917102958997269346e-01,-9.846035694759468215e-02,8.143977860698276006e-02,2.964662130181957428e-02,-1.117501034100477075e-01,3.434242321237183666e-03,-2.394897969781109581e-02,-6.461725377459578978e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.273552890954041505e-02,-1.039655422046068395e-01,1.836137055950494978e-01,-6.011453298542751567e-02,7.641838386176258435e-02,1.974403458374272557e-01,-1.838332289788672039e-02,1.477183284467994615e-02,-1.634268549376558799e-01,1.813856312237689672e-01,-1.621818958966984026e-01,-7.734233109449814569e-02,0.000000000000000000e+00
-1.938718803764110377e-01,-9.944566776335077296e-02,8.234652275368094243e-02,3.048830317576048041e-02,-1.113176601703583790e-01,1.564585867184670491e-03,-2.457424744366394978e-02,-6.500901481920881575e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.273552890954041505e-02,2.372193901953827469e-02,1.975759125672537642e-01,-6.658067236990947158e-02,3.056342086299071448e-02,2.000853887495292194e-01,-9.118759521591919548e-02,2.163822411930074394e-02,-1.635759100837704538e-01,1.736764819429489903e-01,-1.687931191328274350e-01,-7.467154356368527202e-02,0.000000000000000000e+00
-1.902318536869004872e-01,-9.691223659387872280e-02,8.399565212842935447e-02,3.123371849843159867e-02,-1.124099521464702323e-01,1.508913714706622408e-03,-2.613671740365869009e-02,-6.422549272998274994e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.273552890954041505e-02,8.894383116833438907e-02,2.050909111292642806e-01,-7.542339509844792067e-02,8.223234320803419692e-03,2.011508430765922284e-01,-1.118652730766939163e-01,2.267878072298518122e-02,-1.610408318716645970e-01,1.778815014881222623e-01,-1.650638774133240116e-01,-7.302798200626198222e-02,0.000000000000000000e+00
-1.876139913548785509e-01,-9.698317897261318765e-02,8.300580515769570566e-02,3.166301528112165642e-02,-1.117277356562706853e-01,9.985856503250309900e-04,-2.613671740365869009e-02,-6.422549272998274994e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.235584754956705861e-02,-6.487938709651148994e-03,2.016410568144801352e-01,-6.922033521349459095e-02,3.630661136503284675e-02,1.996310751442109122e-01,-7.784171581162196984e-02,1.331565703937889582e-02,-1.647687314954062454e-01,1.791431031452700717e-01,-1.650638774133240116e-01,-7.015212418076149925e-02,0.000000000000000000e+00
